,algo,init_type,eval_count,parameters,energy,std,optimizer_name
2739,1,,2740,"{'gammas': array([3.75350769]), 'betas': array([4.24064996])}",-0.4862299743933125,0.0,NELDER_MEAD
2740,1,,2741,"{'gammas': array([3.82826334]), 'betas': array([4.15127128])}",-0.4743643150672284,0.0,NELDER_MEAD
2741,1,,2742,"{'gammas': array([3.78205488]), 'betas': array([4.26443437])}",-0.4879587212155875,0.0,NELDER_MEAD
2742,1,,2743,"{'gammas': array([3.8699549]), 'betas': array([4.23656112])}",-0.48870848530755795,0.0,NELDER_MEAD
2743,1,,2744,"{'gammas': array([3.92930773]), 'betas': array([4.18490346])}",-0.4759709980961106,0.0,NELDER_MEAD
2744,1,,2745,"{'gammas': array([3.8188681]), 'betas': array([4.24455164])}",-0.49167198926825884,0.0,NELDER_MEAD
2745,1,,2746,"{'gammas': array([3.7903209]), 'betas': array([4.22076723])}",-0.4903261111638435,0.0,NELDER_MEAD
2746,1,,2747,"{'gammas': array([3.8102294]), 'betas': array([4.22471571])}",-0.4918674819291955,0.0,NELDER_MEAD
2747,1,,2748,"{'gammas': array([3.78768979]), 'betas': array([4.25649063])}",-0.48950367348403934,0.0,NELDER_MEAD
2748,1,,2749,"{'gammas': array([3.82797823]), 'betas': array([4.22370519])}",-0.49203593934581935,0.0,NELDER_MEAD
2749,1,,2750,"{'gammas': array([3.81933954]), 'betas': array([4.20386926])}",-0.49002826761726787,0.0,NELDER_MEAD
2750,1,,2751,"{'gammas': array([3.81898596]), 'betas': array([4.23438104])}",-0.4921644828559717,0.0,NELDER_MEAD
2751,1,,2752,"{'gammas': array([3.83673478]), 'betas': array([4.23337053])}",-0.49182385949968516,0.0,NELDER_MEAD
2752,1,,2753,"{'gammas': array([3.81685575]), 'betas': array([4.22687941])}",-0.49211411943717664,0.0,NELDER_MEAD
2753,1,,2754,"{'gammas': array([3.80786347]), 'betas': array([4.23755526])}",-0.49190839587070473,0.0,NELDER_MEAD
2754,1,,2755,"{'gammas': array([3.82294954]), 'betas': array([4.22716771])}",-0.4921637010110255,0.0,NELDER_MEAD
2755,1,,2756,"{'gammas': array([3.82507975]), 'betas': array([4.23466934])}",-0.4921243379942354,0.0,NELDER_MEAD
2756,1,,2757,"{'gammas': array([3.82302375]), 'betas': array([4.23272186])}",-0.49218298194685894,0.0,NELDER_MEAD
2757,1,,2758,"{'gammas': array([3.81906016]), 'betas': array([4.23993519])}",-0.4919698977059532,0.0,NELDER_MEAD
2758,1,,2759,"{'gammas': array([3.8219772]), 'betas': array([4.23035958])}",-0.4921999018288967,0.0,NELDER_MEAD
2759,1,,2760,"{'gammas': array([3.82601499]), 'betas': array([4.2287004])}",-0.4921662352296983,0.0,NELDER_MEAD
2760,1,,2761,"{'gammas': array([3.82425773]), 'betas': array([4.23012056])}",-0.4921890880394256,0.0,NELDER_MEAD
2761,1,,2762,"{'gammas': array([3.82321118]), 'betas': array([4.22775828])}",-0.49217378372193815,0.0,NELDER_MEAD
2762,1,,2763,"{'gammas': array([3.82307061]), 'betas': array([4.23148096])}",-0.49219401460737977,0.0,NELDER_MEAD
2763,1,,2764,"{'gammas': array([3.82079007]), 'betas': array([4.23171999])}",-0.49219873424709415,0.0,NELDER_MEAD
2764,1,,2765,"{'gammas': array([3.81969666]), 'betas': array([4.2305986])}",-0.4921973890613853,0.0,NELDER_MEAD
2765,1,,2766,"{'gammas': array([3.82054015]), 'betas': array([4.23081919])}",-0.49220035210937224,0.0,NELDER_MEAD
2766,1,,2767,"{'gammas': array([3.82172727]), 'betas': array([4.22945879])}",-0.4921958232346851,0.0,NELDER_MEAD
2767,1,,2768,"{'gammas': array([3.82102437]), 'betas': array([4.23115469])}",-0.49220066694235487,0.0,NELDER_MEAD
2768,1,,2769,"{'gammas': array([3.81958732]), 'betas': array([4.2316143])}",-0.4921967323539233,0.0,NELDER_MEAD
2769,1,,2770,"{'gammas': array([3.82137973]), 'betas': array([4.23067326])}",-0.49220090177294334,0.0,NELDER_MEAD
2770,1,,2771,"{'gammas': array([3.82186395]), 'betas': array([4.23100875])}",-0.4922002165047029,0.0,NELDER_MEAD
2771,1,,2772,"{'gammas': array([3.8208711]), 'betas': array([4.23086658])}",-0.4922008229148767,0.0,NELDER_MEAD
2772,1,,2773,"{'gammas': array([3.82122646]), 'betas': array([4.23038516])}",-0.4922004200334734,0.0,NELDER_MEAD
2773,1,,2774,"{'gammas': array([3.82107489]), 'betas': array([4.2309623])}",-0.49220091333749894,0.0,NELDER_MEAD
2774,1,,2775,"{'gammas': array([3.82158352]), 'betas': array([4.23076898])}",-0.49220081288055156,0.0,NELDER_MEAD
2775,1,,2776,"{'gammas': array([3.82104921]), 'betas': array([4.23084218])}",-0.4922009418286757,0.0,NELDER_MEAD
2776,1,,2777,"{'gammas': array([3.82074437]), 'betas': array([4.23113123])}",-0.49220053065951525,0.0,NELDER_MEAD
2777,1,,2778,"{'gammas': array([3.82122089]), 'betas': array([4.23078775])}",-0.4922009761011927,0.0,NELDER_MEAD
2778,1,,2779,"{'gammas': array([3.8211952]), 'betas': array([4.23066763])}",-0.49220090406588635,0.0,NELDER_MEAD
2779,1,,2780,"{'gammas': array([3.82110497]), 'betas': array([4.23088864])}",-0.492200956183804,0.0,NELDER_MEAD
2780,1,,2781,"{'gammas': array([3.82127665]), 'betas': array([4.23083421])}",-0.4922009749656219,0.0,NELDER_MEAD
2781,1,,2782,"{'gammas': array([3.82139257]), 'betas': array([4.23073332])}",-0.49220093074463966,0.0,NELDER_MEAD
2782,1,,2783,"{'gammas': array([3.82117687]), 'betas': array([4.23084981])}",-0.49220097628529264,0.0,NELDER_MEAD
2783,1,,2784,"{'gammas': array([-5.83027456]), 'betas': array([2.25851519])}",0.8623620808133499,0.0,NELDER_MEAD
2784,1,,2785,"{'gammas': array([-5.83027456]), 'betas': array([2.37144095])}",0.39955376635899126,0.0,NELDER_MEAD
2785,1,,2786,"{'gammas': array([-6.12178828]), 'betas': array([2.25851519])}",0.2518998891611227,0.0,NELDER_MEAD
2786,1,,2787,"{'gammas': array([-6.12178828]), 'betas': array([2.37144095])}",0.04671573151354036,0.0,NELDER_MEAD
2787,1,,2788,"{'gammas': array([-6.26754515]), 'betas': array([2.42790383])}",-0.012552615598860785,0.0,NELDER_MEAD
2788,1,,2789,"{'gammas': array([-6.55905888]), 'betas': array([2.31497807])}",0.07972171205065721,0.0,NELDER_MEAD
2789,1,,2790,"{'gammas': array([-6.70481574]), 'betas': array([2.48436671])}",0.9036878476176816,0.0,NELDER_MEAD
2790,1,,2791,"{'gammas': array([-6.26754515]), 'betas': array([2.31497807])}",0.008427171363046767,0.0,NELDER_MEAD
2791,1,,2792,"{'gammas': array([-5.97603142]), 'betas': array([2.42790383])}",0.008973397690266088,0.0,NELDER_MEAD
2792,1,,2793,"{'gammas': array([-6.12178828]), 'betas': array([2.39967239])}",-0.006544022340928103,0.0,NELDER_MEAD
2793,1,,2794,"{'gammas': array([-6.12178828]), 'betas': array([2.51259815])}",-0.20731648733612656,0.0,NELDER_MEAD
2794,1,,2795,"{'gammas': array([-6.04890985]), 'betas': array([2.61140819])}",-0.44807124576814206,0.0,NELDER_MEAD
2795,1,,2796,"{'gammas': array([-6.19466672]), 'betas': array([2.63963963])}",-0.22201048047842084,0.0,NELDER_MEAD
2796,1,,2797,"{'gammas': array([-5.97603142]), 'betas': array([2.82314399])}",-0.7070613480931633,0.0,NELDER_MEAD
2797,1,,2798,"{'gammas': array([-5.83027456]), 'betas': array([3.02076407])}",-0.4781382113558964,0.0,NELDER_MEAD
2798,1,,2799,"{'gammas': array([-5.83027456]), 'betas': array([2.79491255])}",-0.8775489639463026,0.0,NELDER_MEAD
2799,1,,2800,"{'gammas': array([-5.64807848]), 'betas': array([2.87254901])}",-0.894517040215302,0.0,NELDER_MEAD
2800,1,,2801,"{'gammas': array([-5.57520004]), 'betas': array([3.0842848])}",-0.26811993787169963,0.0,NELDER_MEAD
2801,1,,2802,"{'gammas': array([-5.9304824]), 'betas': array([2.72962734])}",-0.751443976888529,0.0,NELDER_MEAD
2802,1,,2803,"{'gammas': array([-5.60252946]), 'betas': array([2.77903236])}",-0.895584044323067,0.0,NELDER_MEAD
2803,1,,2804,"{'gammas': array([-5.41577847]), 'betas': array([2.75697655])}",-0.7531223673482885,0.0,NELDER_MEAD
2804,1,,2805,"{'gammas': array([-5.32012553]), 'betas': array([2.92195403])}",-0.6590210164535256,0.0,NELDER_MEAD
2805,1,,2806,"{'gammas': array([-5.77789318]), 'betas': array([2.77770901])}",-0.8996921934965472,0.0,NELDER_MEAD
2806,1,,2807,"{'gammas': array([-5.73234416]), 'betas': array([2.68419237])}",-0.7682512308252639,0.0,NELDER_MEAD
2807,1,,2808,"{'gammas': array([-5.6691449]), 'betas': array([2.82545985])}",-0.92601833661669,0.0,NELDER_MEAD
2808,1,,2809,"{'gammas': array([-5.84450863]), 'betas': array([2.8241365])}",-0.8624359976793039,0.0,NELDER_MEAD
2809,1,,2810,"{'gammas': array([-5.66302425]), 'betas': array([2.7903084])}",-0.9192271729487922,0.0,NELDER_MEAD
2810,1,,2811,"{'gammas': array([-5.55427596]), 'betas': array([2.83805923])}",-0.8931161330336245,0.0,NELDER_MEAD
2811,1,,2812,"{'gammas': array([-5.72198888]), 'betas': array([2.79279657])}",-0.9206797614333109,0.0,NELDER_MEAD
2812,1,,2813,"{'gammas': array([-5.72810953]), 'betas': array([2.82794802])}",-0.9205098393294152,0.0,NELDER_MEAD
2813,1,,2814,"{'gammas': array([-5.71183821]), 'betas': array([2.81853811])}",-0.9254089359735529,0.0,NELDER_MEAD
2814,1,,2815,"{'gammas': array([-5.65899423]), 'betas': array([2.85120139])}",-0.9142844584399156,0.0,NELDER_MEAD
2815,1,,2816,"{'gammas': array([-5.70624022]), 'betas': array([2.80739777])}",-0.9259811421214911,0.0,NELDER_MEAD
2816,1,,2817,"{'gammas': array([-5.66354691]), 'betas': array([2.81431951])}",-0.926361404151472,0.0,NELDER_MEAD
2817,1,,2818,"{'gammas': array([-5.63940126]), 'betas': array([2.8122102])}",-0.9227403303179159,0.0,NELDER_MEAD
2818,1,,2819,"{'gammas': array([-5.62645159]), 'betas': array([2.83238158])}",-0.9188673762157082,0.0,NELDER_MEAD
2819,1,,2820,"{'gammas': array([-5.68629306]), 'betas': array([2.81364372])}",-0.9273187320031022,0.0,NELDER_MEAD
2820,1,,2821,"{'gammas': array([-5.68069507]), 'betas': array([2.80250339])}",-0.9256238820682963,0.0,NELDER_MEAD
2821,1,,2822,"{'gammas': array([-5.67203244]), 'betas': array([2.81972073])}",-0.9268886555296194,0.0,NELDER_MEAD
2822,1,,2823,"{'gammas': array([-5.69477859]), 'betas': array([2.81904495])}",-0.9268924686060692,0.0,NELDER_MEAD
2823,1,,2824,"{'gammas': array([-5.70903921]), 'betas': array([2.81296794])}",-0.926047801612625,0.0,NELDER_MEAD
2824,1,,2825,"{'gammas': array([-5.68128413]), 'betas': array([2.81803253])}",-0.9272522933846996,0.0,NELDER_MEAD
2825,1,,2826,"{'gammas': array([-5.6727986]), 'betas': array([2.81263131])}",-0.9269334661657334,0.0,NELDER_MEAD
2826,1,,2827,"{'gammas': array([-5.6782936]), 'betas': array([2.81423472])}",-0.9272416557794086,0.0,NELDER_MEAD
2827,1,,2828,"{'gammas': array([-5.6892836]), 'betas': array([2.81744154])}",-0.9272225758790442,0.0,NELDER_MEAD
2828,1,,2829,"{'gammas': array([-5.6810411]), 'betas': array([2.81503642])}",-0.9273165966381631,0.0,NELDER_MEAD
2829,1,,2830,"{'gammas': array([-5.68605002]), 'betas': array([2.81064762])}",-0.9271472166545032,0.0,NELDER_MEAD
2830,1,,2831,"{'gammas': array([-5.68247561]), 'betas': array([2.8161863])}",-0.9273271594494327,0.0,NELDER_MEAD
2831,1,,2832,"{'gammas': array([-5.68772757]), 'betas': array([2.8147936])}",-0.9273218092490253,0.0,NELDER_MEAD
2832,1,,2833,"{'gammas': array([-5.68391011]), 'betas': array([2.81733618])}",-0.9272967021226053,0.0,NELDER_MEAD
2833,1,,2834,"{'gammas': array([-5.68569732]), 'betas': array([2.81456684])}",-0.9273384958795077,0.0,NELDER_MEAD
2834,1,,2835,"{'gammas': array([-5.68044536]), 'betas': array([2.81595954])}",-0.9273063138832127,0.0,NELDER_MEAD
2835,1,,2836,"{'gammas': array([-5.68590702]), 'betas': array([2.81508509])}",-0.9273396057232416,0.0,NELDER_MEAD
2836,1,,2837,"{'gammas': array([-5.68912873]), 'betas': array([2.81346562])}",-0.92728181786211,0.0,NELDER_MEAD
2837,1,,2838,"{'gammas': array([-5.68413889]), 'betas': array([2.81550613])}",-0.927342295155748,0.0,NELDER_MEAD
2838,1,,2839,"{'gammas': array([-5.68434858]), 'betas': array([2.81602438])}",-0.9273360690062328,0.0,NELDER_MEAD
2839,1,,2840,"{'gammas': array([-5.68536014]), 'betas': array([2.81493123])}",-0.9273420250148566,0.0,NELDER_MEAD
2840,1,,2841,"{'gammas': array([-5.68359201]), 'betas': array([2.81535227])}",-0.9273417149224409,0.0,NELDER_MEAD
2841,1,,2842,"{'gammas': array([-5.68417076]), 'betas': array([2.81528548])}",-0.9273433272880667,0.0,NELDER_MEAD
2842,1,,2843,"{'gammas': array([-5.68294951]), 'betas': array([2.81586038])}",-0.9273350089108149,0.0,NELDER_MEAD
2843,1,,2844,"{'gammas': array([-5.68475748]), 'betas': array([2.81516352])}",-0.9273435821572054,0.0,NELDER_MEAD
2844,1,,2845,"{'gammas': array([-5.68478935]), 'betas': array([2.81494286])}",-0.9273432535374084,0.0,NELDER_MEAD
2845,1,,2846,"{'gammas': array([-5.68462674]), 'betas': array([2.81508368])}",-0.9273436710643821,0.0,NELDER_MEAD
2846,1,,2847,"{'gammas': array([-5.68521346]), 'betas': array([2.81496172])}",-0.9273425502280126,0.0,NELDER_MEAD
2847,1,,2848,"{'gammas': array([-5.68443143]), 'betas': array([2.81520454])}",-0.9273436711438185,0.0,NELDER_MEAD
2848,1,,2849,"{'gammas': array([-5.68430069]), 'betas': array([2.8151247])}",-0.9273436049995827,0.0,NELDER_MEAD
2849,1,,2850,"{'gammas': array([-5.68441489]), 'betas': array([2.8151344])}",-0.9273436932294322,0.0,NELDER_MEAD
2850,1,,2851,"{'gammas': array([-5.68421959]), 'betas': array([2.81525526])}",-0.9273434482130594,0.0,NELDER_MEAD
2851,1,,2852,"{'gammas': array([-5.68452495]), 'betas': array([2.81512657])}",-0.9273437170090847,0.0,NELDER_MEAD
2852,1,,2853,"{'gammas': array([-5.6845084]), 'betas': array([2.81505644])}",-0.9273436447132726,0.0,NELDER_MEAD
2853,1,,2854,"{'gammas': array([-5.68445068]), 'betas': array([2.81516751])}",-0.9273437047433088,0.0,NELDER_MEAD
2854,1,,2855,"{'gammas': array([-5.68456074]), 'betas': array([2.81515968])}",-0.9273437109047844,0.0,NELDER_MEAD
2855,1,,2856,"{'gammas': array([-3.60794224]), 'betas': array([-0.42981925])}",0.24307636739288485,0.0,NELDER_MEAD
2856,1,,2857,"{'gammas': array([-3.60794224]), 'betas': array([-0.45131021])}",0.23061580088255645,0.0,NELDER_MEAD
2857,1,,2858,"{'gammas': array([-3.78833935]), 'betas': array([-0.42981925])}",0.20533231281383238,0.0,NELDER_MEAD
2858,1,,2859,"{'gammas': array([-3.78833935]), 'betas': array([-0.45131021])}",0.1893759551842162,0.0,NELDER_MEAD
2859,1,,2860,"{'gammas': array([-3.8785379]), 'betas': array([-0.46205569])}",0.14159767167003146,0.0,NELDER_MEAD
2860,1,,2861,"{'gammas': array([-4.05893502]), 'betas': array([-0.44056473])}",0.06434860278884048,0.0,NELDER_MEAD
2861,1,,2862,"{'gammas': array([-4.28443141]), 'betas': array([-0.43519199])}",-0.0558353869488886,0.0,NELDER_MEAD
2862,1,,2863,"{'gammas': array([-4.37462996]), 'betas': array([-0.46742843])}",-0.11670150301010118,0.0,NELDER_MEAD
2863,1,,2864,"{'gammas': array([-4.66777527]), 'betas': array([-0.48623302])}",-0.2214004887691494,0.0,NELDER_MEAD
2864,1,,2865,"{'gammas': array([-5.07366877]), 'betas': array([-0.45936932])}",-0.3800734502621754,0.0,NELDER_MEAD
2865,1,,2866,"{'gammas': array([-5.6712342]), 'betas': array([-0.45802614])}",-0.7532717151494344,0.0,NELDER_MEAD
2866,1,,2867,"{'gammas': array([-6.05457807]), 'betas': array([-0.50906717])}",-0.4731598836472605,0.0,NELDER_MEAD
2867,1,,2868,"{'gammas': array([-7.058037]), 'betas': array([-0.48086028])}",1.6476452492985099,0.0,NELDER_MEAD
2868,1,,2869,"{'gammas': array([-5.2653407]), 'betas': array([-0.48488984])}",-0.42858536205176917,0.0,NELDER_MEAD
2869,1,,2870,"{'gammas': array([-6.46047157]), 'betas': array([-0.48220347])}",0.542489767885519,0.0,NELDER_MEAD
2870,1,,2871,"{'gammas': array([-5.56412342]), 'betas': array([-0.48421825])}",-0.6257564038639003,0.0,NELDER_MEAD
2871,1,,2872,"{'gammas': array([-5.18077956]), 'betas': array([-0.43317721])}",-0.4879091880889909,0.0,NELDER_MEAD
2872,1,,2873,"{'gammas': array([-5.39922918]), 'betas': array([-0.4521497])}",-0.6056839632599187,0.0,NELDER_MEAD
2873,1,,2874,"{'gammas': array([-5.83612844]), 'betas': array([-0.49009468])}",-0.6820519244819488,0.0,NELDER_MEAD
2874,1,,2875,"{'gammas': array([-5.94323922]), 'betas': array([-0.46390257])}",-0.6730620248721265,0.0,NELDER_MEAD
2875,1,,2876,"{'gammas': array([-5.84846027]), 'betas': array([-0.46898149])}",-0.7267968229485371,0.0,NELDER_MEAD
2876,1,,2877,"{'gammas': array([-5.68356604]), 'betas': array([-0.43691294])}",-0.8064628360883858,0.0,NELDER_MEAD
2877,1,,2878,"{'gammas': array([-5.60728484]), 'betas': array([-0.41032208])}",-0.833655351280457,0.0,NELDER_MEAD
2878,1,,2879,"{'gammas': array([-5.43005877]), 'betas': array([-0.39936672])}",-0.741523476056844,0.0,NELDER_MEAD
2879,1,,2880,"{'gammas': array([-5.53465914]), 'betas': array([-0.41677041])}",-0.7827674992224846,0.0,NELDER_MEAD
2880,1,,2881,"{'gammas': array([-5.47070978]), 'betas': array([-0.36906635])}",-0.8145378438465964,0.0,NELDER_MEAD
2881,1,,2882,"{'gammas': array([-5.54333547]), 'betas': array([-0.36261802])}",-0.8677704231351637,0.0,NELDER_MEAD
2882,1,,2883,"{'gammas': array([-5.54767363]), 'betas': array([-0.33554182])}",-0.8880781042924777,0.0,NELDER_MEAD
2883,1,,2884,"{'gammas': array([-5.68424869]), 'betas': array([-0.37679754])}",-0.9019268772534444,0.0,NELDER_MEAD
2884,1,,2885,"{'gammas': array([-5.79101815]), 'betas': array([-0.38066313])}",-0.8830546065938839,0.0,NELDER_MEAD
2885,1,,2886,"{'gammas': array([-5.62463749]), 'betas': array([-0.30201728])}",-0.9161073985411496,0.0,NELDER_MEAD
2886,1,,2887,"{'gammas': array([-5.63331381]), 'betas': array([-0.24786488])}",-0.8657085421037148,0.0,NELDER_MEAD
2887,1,,2888,"{'gammas': array([-5.76121255]), 'betas': array([-0.343273])}",-0.9132456254574742,0.0,NELDER_MEAD
2888,1,,2889,"{'gammas': array([-5.70160134]), 'betas': array([-0.26849274])}",-0.8917156243293175,0.0,NELDER_MEAD
2889,1,,2890,"{'gammas': array([-5.68858685]), 'betas': array([-0.34972134])}",-0.9220360805247886,0.0,NELDER_MEAD
2890,1,,2891,"{'gammas': array([-5.5520118]), 'betas': array([-0.30846562])}",-0.8931674787700699,0.0,NELDER_MEAD
2891,1,,2892,"{'gammas': array([-5.70891236]), 'betas': array([-0.33457116])}",-0.9256967546022452,0.0,NELDER_MEAD
2892,1,,2893,"{'gammas': array([-5.77286173]), 'betas': array([-0.38227522])}",-0.8880438819401593,0.0,NELDER_MEAD
2893,1,,2894,"{'gammas': array([-5.66169355]), 'betas': array([-0.32208176])}",-0.9261942225693025,0.0,NELDER_MEAD
2894,1,,2895,"{'gammas': array([-5.68201905]), 'betas': array([-0.30693158])}",-0.9235793444540876,0.0,NELDER_MEAD
2895,1,,2896,"{'gammas': array([-5.683661]), 'betas': array([-0.31762902])}",-0.9265721997156326,0.0,NELDER_MEAD
2896,1,,2897,"{'gammas': array([-5.63644219]), 'betas': array([-0.30513963])}",-0.9195000628204534,0.0,NELDER_MEAD
2897,1,,2898,"{'gammas': array([-5.69079482]), 'betas': array([-0.32721327])}",-0.9272593641386668,0.0,NELDER_MEAD
2898,1,,2899,"{'gammas': array([-5.71276227]), 'betas': array([-0.32276053])}",-0.9252534428125427,0.0,NELDER_MEAD
2899,1,,2900,"{'gammas': array([-5.67446073]), 'betas': array([-0.32225145])}",-0.9270160609014156,0.0,NELDER_MEAD
2900,1,,2901,"{'gammas': array([-5.68159454]), 'betas': array([-0.33183571])}",-0.927007095428213,0.0,NELDER_MEAD
2901,1,,2902,"{'gammas': array([-5.68211116]), 'betas': array([-0.32828404])}",-0.927289911143908,0.0,NELDER_MEAD
2902,1,,2903,"{'gammas': array([-5.69844525]), 'betas': array([-0.33324585])}",-0.9266125444508065,0.0,NELDER_MEAD
2903,1,,2904,"{'gammas': array([-5.68045686]), 'betas': array([-0.32500005])}",-0.9272963120305209,0.0,NELDER_MEAD
2904,1,,2905,"{'gammas': array([-5.6717732]), 'betas': array([-0.32607082])}",-0.9269982634518427,0.0,NELDER_MEAD
2905,1,,2906,"{'gammas': array([-5.68603941]), 'betas': array([-0.32692766])}",-0.9273375908837991,0.0,NELDER_MEAD
2906,1,,2907,"{'gammas': array([-5.68438511]), 'betas': array([-0.32364368])}",-0.9272650755592543,0.0,NELDER_MEAD
2907,1,,2908,"{'gammas': array([-5.68267965]), 'betas': array([-0.32712395])}",-0.927329709925549,0.0,NELDER_MEAD
2908,1,,2909,"{'gammas': array([-5.6882622]), 'betas': array([-0.32905155])}",-0.9272613815496921,0.0,NELDER_MEAD
2909,1,,2910,"{'gammas': array([-5.68240819]), 'betas': array([-0.32601293])}",-0.9273335857231175,0.0,NELDER_MEAD
2910,1,,2911,"{'gammas': array([-5.68576796]), 'betas': array([-0.32581664])}",-0.9273349446853207,0.0,NELDER_MEAD
2911,1,,2912,"{'gammas': array([-5.68939918]), 'betas': array([-0.32673137])}",-0.9272929562890995,0.0,NELDER_MEAD
2912,1,,2913,"{'gammas': array([-5.68415594]), 'betas': array([-0.32619254])}",-0.9273429129110017,0.0,NELDER_MEAD
2913,1,,2914,"{'gammas': array([-5.68442739]), 'betas': array([-0.32730356])}",-0.9273362679959487,0.0,NELDER_MEAD
2914,1,,2915,"{'gammas': array([-5.68476253]), 'betas': array([-0.32693183])}",-0.9273414638864228,0.0,NELDER_MEAD
2915,1,,2916,"{'gammas': array([-5.68287906]), 'betas': array([-0.32619671])}",-0.9273378792452731,0.0,NELDER_MEAD
2916,1,,2917,"{'gammas': array([-5.68366915]), 'betas': array([-0.32637945])}",-0.9273421862027225,0.0,NELDER_MEAD
2917,1,,2918,"{'gammas': array([-5.68306256]), 'betas': array([-0.32564016])}",-0.927334427273421,0.0,NELDER_MEAD
2918,1,,2919,"{'gammas': array([-5.68433754]), 'betas': array([-0.32660891])}",-0.9273433486690319,0.0,NELDER_MEAD
2919,1,,2920,"{'gammas': array([-5.68482433]), 'betas': array([-0.326422])}",-0.927343493168149,0.0,NELDER_MEAD
2920,1,,2921,"{'gammas': array([-5.68540192]), 'betas': array([-0.32644328])}",-0.927342004758615,0.0,NELDER_MEAD
2921,1,,2922,"{'gammas': array([-5.68500593]), 'betas': array([-0.32683838])}",-0.9273420101951977,0.0,NELDER_MEAD
2922,1,,2923,"{'gammas': array([-5.68436844]), 'betas': array([-0.326354])}",-0.9273435982337163,0.0,NELDER_MEAD
2923,1,,2924,"{'gammas': array([-5.68485523]), 'betas': array([-0.32616709])}",-0.927342503055415,0.0,NELDER_MEAD
2924,1,,2925,"{'gammas': array([-5.68446696]), 'betas': array([-0.32649846])}",-0.9273436864436423,0.0,NELDER_MEAD
2925,1,,2926,"{'gammas': array([-5.68401107]), 'betas': array([-0.32643045])}",-0.9273431659297129,0.0,NELDER_MEAD
2926,1,,2927,"{'gammas': array([-5.68462102]), 'betas': array([-0.32642412])}",-0.9273436848594704,0.0,NELDER_MEAD
2927,1,,2928,"{'gammas': array([-5.68471954]), 'betas': array([-0.32656857])}",-0.92734353283892,0.0,NELDER_MEAD
2928,1,,2929,"{'gammas': array([-5.68445621]), 'betas': array([-0.32640764])}",-0.9273436956955987,0.0,NELDER_MEAD
2929,1,,2930,"{'gammas': array([-5.68430216]), 'betas': array([-0.32648198])}",-0.9273435946828517,0.0,NELDER_MEAD
2930,1,,2931,"{'gammas': array([-5.6845413]), 'betas': array([-0.32643858])}",-0.9273437160771778,0.0,NELDER_MEAD
2931,1,,2932,"{'gammas': array([-1.29220015]), 'betas': array([-0.21050477])}",0.48949236728539924,0.0,NELDER_MEAD
2932,1,,2933,"{'gammas': array([-1.29220015]), 'betas': array([-0.22103001])}",0.5108379317658466,0.0,NELDER_MEAD
2933,1,,2934,"{'gammas': array([-1.35681016]), 'betas': array([-0.21050477])}",0.4112706373460939,0.0,NELDER_MEAD
2934,1,,2935,"{'gammas': array([-1.35681016]), 'betas': array([-0.19997953])}",0.39316362273891553,0.0,NELDER_MEAD
2935,1,,2936,"{'gammas': array([-1.38911516]), 'betas': array([-0.18945429])}",0.3407106209497539,0.0,NELDER_MEAD
2936,1,,2937,"{'gammas': array([-1.45372517]), 'betas': array([-0.18945429])}",0.2762859060343072,0.0,NELDER_MEAD
2937,1,,2938,"{'gammas': array([-1.53448768]), 'betas': array([-0.17892905])}",0.1930292151351574,0.0,NELDER_MEAD
2938,1,,2939,"{'gammas': array([-1.56679268]), 'betas': array([-0.15787858])}",0.1503490965319344,0.0,NELDER_MEAD
2939,1,,2940,"{'gammas': array([-1.67178395]), 'betas': array([-0.13156548])}",0.07171209761275396,0.0,NELDER_MEAD
2940,1,,2941,"{'gammas': array([-1.81715646]), 'betas': array([-0.12104024])}",0.00560232302007843,0.0,NELDER_MEAD
2941,1,,2942,"{'gammas': array([-2.03117711]), 'betas': array([-0.08683322])}",-0.04886471541780149,0.0,NELDER_MEAD
2942,1,,2943,"{'gammas': array([-2.16847338]), 'betas': array([-0.03946964])}",-0.03473947306631585,0.0,NELDER_MEAD
2943,1,,2944,"{'gammas': array([-2.52786655]), 'betas': array([0.00526262])}",0.00740095012660065,0.0,NELDER_MEAD
2944,1,,2945,"{'gammas': array([-2.3138459]), 'betas': array([-0.02894441])}",-0.03438414790504721,0.0,NELDER_MEAD
2945,1,,2946,"{'gammas': array([-1.8858046]), 'betas': array([-0.09735846])}",-0.014586522330716743,0.0,NELDER_MEAD
2946,1,,2947,"{'gammas': array([-2.20683557]), 'betas': array([-0.04604792])}",-0.045043841463707046,0.0,NELDER_MEAD
2947,1,,2948,"{'gammas': array([-2.0695393]), 'betas': array([-0.09341149])}",-0.06281417157879036,0.0,NELDER_MEAD
2948,1,,2949,"{'gammas': array([-2.02007227]), 'betas': array([-0.12038241])}",-0.06716236030259187,0.0,NELDER_MEAD
2949,1,,2950,"{'gammas': array([-1.84441381]), 'betas': array([-0.16116771])}",-0.011607305008647716,0.0,NELDER_MEAD
2950,1,,2951,"{'gammas': array([-2.11623013]), 'betas': array([-0.07482787])}",-0.05839401484306032,0.0,NELDER_MEAD
2951,1,,2952,"{'gammas': array([-2.10512529]), 'betas': array([-0.10837706])}",-0.08424019339532957,0.0,NELDER_MEAD
2952,1,,2953,"{'gammas': array([-2.14209937]), 'betas': array([-0.11914899])}",-0.10460586643967028,0.0,NELDER_MEAD
